id,categoria,subcategoria,titulo,contenido,fuente,fuente_url,nivel_confianza,provincia,municipio,lat,lon,fecha_verificacion
OVERPASS-0717,geografia,farmacia,Farmacia Mar 119,"Farmacia Mar 119 (farmacia). Coordenadas aprox: 36.1882, -5.9230.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.1881551&mlon=-5.9229894,alta,Cádiz,,36.188155,-5.922989,2026-08-28
OVERPASS-0718,supervivencia,agua potable,agua potable,"agua potable (agua potable). Coordenadas aprox: 36.7792, -6.3559.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.7792093&mlon=-6.3559203,alta,Cádiz,,36.779209,-6.35592,2026-08-28
OVERPASS-0719,geografia,farmacia,farmacia,"farmacia (farmacia). Coordenadas aprox: 36.7774, -6.3540.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.7774255&mlon=-6.3539771,alta,Cádiz,,36.777425,-6.353977,2026-08-28
OVERPASS-0720,geografia,farmacia,Farmacia Capuchinos,"Farmacia Capuchinos (farmacia) en Sanlúcar de Barrameda. Coordenadas aprox: 36.7757, -6.3612.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.7756953&mlon=-6.3612068,alta,Cádiz,Sanlúcar de Barrameda,36.775695,-6.361207,2026-08-28
OVERPASS-0721,geografia,farmacia,farmacia,"farmacia (farmacia) en San Fernando. Coordenadas aprox: 36.4581, -6.2033.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.4581371&mlon=-6.203296,alta,Cádiz,San Fernando,36.458137,-6.203296,2026-08-28
OVERPASS-0722,geografia,farmacia,farmacia,"farmacia (farmacia) en San Fernando. Coordenadas aprox: 36.4566, -6.2075.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.4565997&mlon=-6.207482,alta,Cádiz,San Fernando,36.4566,-6.207482,2026-08-28
OVERPASS-0723,geografia,farmacia,Nuestra Señora de la Oliva,"Nuestra Señora de la Oliva (farmacia) en San Fernando. Coordenadas aprox: 36.4666, -6.1949.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.4666126&mlon=-6.1948754,alta,Cádiz,San Fernando,36.466613,-6.194875,2026-08-28
OVERPASS-0724,geografia,farmacia,San Mateo,"San Mateo (farmacia) en Cádiz. Coordenadas aprox: 36.5116, -6.2739.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.5115865&mlon=-6.2739378,alta,Cádiz,Cádiz,36.511586,-6.273938,2026-08-28
OVERPASS-0725,geografia,farmacia,farmacia,"farmacia (farmacia) en Jerez de la Frontera. Coordenadas aprox: 36.6953, -6.1442.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.695251&mlon=-6.1441595,alta,Cádiz,Jerez de la Frontera,36.695251,-6.144159,2026-08-28
OVERPASS-0726,geografia,farmacia,farmacia,"farmacia (farmacia) en Jerez de la frontera. Coordenadas aprox: 36.6940, -6.1468.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.6939958&mlon=-6.1468134,alta,Cádiz,Jerez de la frontera,36.693996,-6.146813,2026-08-28
OVERPASS-0727,supervivencia,agua potable,agua potable,"agua potable (agua potable). Coordenadas aprox: 36.1452, -5.3530.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.1451532&mlon=-5.3530256,alta,Cádiz,,36.145153,-5.353026,2026-08-28
OVERPASS-0728,geografia,farmacia,Farmacia Cascajo López Asunción y Pablo,"Farmacia Cascajo López Asunción y Pablo (farmacia). Coordenadas aprox: 36.6191, -6.3593.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.6191244&mlon=-6.3592693,alta,Cádiz,,36.619124,-6.359269,2026-08-28
OVERPASS-0729,geografia,farmacia,Farmacia Piné y Vázquez,"Farmacia Piné y Vázquez (farmacia) en Algeciras. Coordenadas aprox: 36.1336, -5.4557.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.1336253&mlon=-5.4556795,alta,Cádiz,Algeciras,36.133625,-5.455679,2026-08-28
OVERPASS-0730,supervivencia,agua potable,agua potable,"agua potable (agua potable). Coordenadas aprox: 36.2158, -5.3878.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.2157771&mlon=-5.3878483,alta,Cádiz,,36.215777,-5.387848,2026-08-28
OVERPASS-0731,supervivencia,agua potable,agua potable,"agua potable (agua potable). Coordenadas aprox: 36.4645, -5.1167.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.4644775&mlon=-5.1167088,alta,Cádiz,,36.464478,-5.116709,2026-08-28
OVERPASS-0732,geografia,farmacia,Farmacia de Buques,"Farmacia de Buques (farmacia). Coordenadas aprox: 36.6357, -6.3282.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.6356888&mlon=-6.3282494,alta,Cádiz,,36.635689,-6.328249,2026-08-28
OVERPASS-0733,supervivencia,agua potable,agua potable,"agua potable (agua potable). Coordenadas aprox: 36.6909, -6.1488.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.6908946&mlon=-6.1487874,alta,Cádiz,,36.690895,-6.148787,2026-08-28
